urls,event_id,shape
http://www.mufoncms.com/files_jeud8334j/54639_submitter_file1__unexplained1.jpg,54639,Circle
http://www.mufoncms.com/files_jeud8334j/54631_submitter_file1__MG0076.jpg,54631,Circle
http://www.mufoncms.com/files_jeud8334j/54623_submitter_file1__0210.2.jpg,54623,Disc
http://www.mufoncms.com/files_jeud8334j/54619_submitter_file1__image.jpg,54619,Disc
http://www.mufoncms.com/files_jeud8334j/54617_submitter_file1__P1000749.JPG,54617,Unknown
http://www.mufoncms.com/files_jeud8334j/54613_submitter_file1__Iphoneimport013114215.JPG,54613,Sphere
http://www.mufoncms.com/files_jeud8334j/54612_submitter_file1__MFDC1176.JPG,54612,Star-like
http://www.mufoncms.com/files_jeud8334j/85195_submitter_file1__UFOsighting20170713.jpg,85195,Disc
http://www.mufoncms.com/files_jeud8334j/85193_submitter_file1__IMG2614.JPG,85193,Square
http://www.mufoncms.com/files_jeud8334j/85192_submitter_file2__Capture20170718182702.png,85192,Egg
http://www.mufoncms.com/files_jeud8334j/85186_submitter_file1__20170718140731.jpg,85186,Sphere
http://www.mufoncms.com/files_jeud8334j/85184_submitter_file1__FullSizeRender.jpg,85184,Circle
http://www.mufoncms.com/files_jeud8334j/85183_submitter_file1__thumbnail20170123175956.jpg,85183,Oval
http://www.mufoncms.com/files_jeud8334j/85177_submitter_file2__201071681020741049230013962894243o1.png,85177,Square
http://www.mufoncms.com/files_jeud8334j/85175_submitter_file1__IMG0320.JPG,85175,Oval
http://www.mufoncms.com/files_jeud8334j/85172_submitter_file2__IMG0696.JPG,85172,Other
http://www.mufoncms.com/files_jeud8334j/85169_submitter_file1__IMG3255.JPG,85169,
http://www.mufoncms.com/files_jeud8334j/85168_submitter_file1__20170531142147.jpg,85168,Sphere
http://www.mufoncms.com/files_jeud8334j/75896_submitter_file1__DSC0440.JPG,75896,Cylinder
http://www.mufoncms.com/files_jeud8334j/75895_submitter_file1__129996011210202789004860526768653o.jpg,75895,Star-like
http://www.mufoncms.com/files_jeud8334j/75894_submitter_file1__20160416182952.jpg,75894,Sphere
http://www.mufoncms.com/files_jeud8334j/75893_submitter_file3__image.jpeg,75893,Cigar
http://www.mufoncms.com/files_jeud8334j/75891_submitter_file3__IMAG0336.jpg,75891,Sphere
http://www.mufoncms.com/files_jeud8334j/75889_submitter_file1__Storm009.JPG,75889,Square
http://www.mufoncms.com/files_jeud8334j/75888_submitter_file1__movingstar.jpg,75888,Star-like
http://www.mufoncms.com/files_jeud8334j/75885_submitter_file1__lolwut.JPG,75885,
http://www.mufoncms.com/files_jeud8334j/75880_submitter_file2__image.jpeg,75880,Sphere
http://www.mufoncms.com/files_jeud8334j/75877_submitter_file1__DSCF5731.JPG,75877,Triangle
http://www.mufoncms.com/files_jeud8334j/89559_submitter_file1__Photo22122017.jpg,89559,Sphere
http://www.mufoncms.com/files_jeud8334j/89555_submitter_file1__201705291057362.jpg,89555,Circle
http://www.mufoncms.com/files_jeud8334j/89549_submitter_file1__0109181901.jpg,89549,Disc
http://www.mufoncms.com/files_jeud8334j/89543_submitter_file1__IMG6479.jpg,89543,Star-like
http://www.mufoncms.com/files_jeud8334j/89540_submitter_file1__IMG20180112210716090.jpg,89540,Disc
http://www.mufoncms.com/files_jeud8334j/89538_submitter_file1__081016195601.jpgufo.jpg,89538,Sphere
http://www.mufoncms.com/files_jeud8334j/38523_submitter_file1__038.jpg,38523,Circle
http://www.mufoncms.com/files_jeud8334j/38521_submitter_file1__IMG1320.jpg,38521,Circle
http://www.mufoncms.com/files_jeud8334j/38509_submitter_file1__ufophoto.JPG,38509,Diamond
http://www.mufoncms.com/files_jeud8334j/17871_submitter_file1__EmilioyJessy227.jpg,17871,Cross
http://www.mufoncms.com/files_jeud8334j/17870_submitter_file1__pewaukeeufojuly409.jpg,17870,Egg
http://www.mufoncms.com/files_jeud8334j/17863_submitter_file1__WestfieldOBOL(digital).jpg,17863,Circle
http://www.mufoncms.com/files_jeud8334j/17854_submitter_file1__UFO.JPG,17854,Other
http://www.mufoncms.com/files_jeud8334j/3790_submitter_file1__jaw-triangular.jpg,3790,
http://www.mufoncms.com/files_jeud8334j/3788_submitter_file1__IMG_0034.JPG,3788,Triangle
http://www.mufoncms.com/files_jeud8334j/3786_submitter_file1__copy.jpg,3786,
http://www.mufoncms.com/files_jeud8334j/3771_submitter_file1__White.JPG,3771,
http://www.mufoncms.com/files_jeud8334j/3768_submitter_file1__UFO.JPG,3768,
http://www.mufoncms.com/files_jeud8334j/61542_submitter_file1__IMG08911.JPG,61542,Unknown
http://www.mufoncms.com/files_jeud8334j/61541_submitter_file1__20141102140046.jpg,61541,Circle
http://www.mufoncms.com/files_jeud8334j/61540_submitter_file1__palmsufo.jpg,61540,Circle
http://www.mufoncms.com/files_jeud8334j/61539_submitter_file1__IMG20141106200338915.jpg,61539,Disc
http://www.mufoncms.com/files_jeud8334j/47348_submitter_file1__IMG20130510101349.jpg,47348,Triangle
http://www.mufoncms.com/files_jeud8334j/47337_submitter_file1__UFOApril2013001.JPG,47337,Circle
http://www.mufoncms.com/files_jeud8334j/47336_submitter_file1__ANOMOLYORIGINALPICTURE.JPG,47336,Unknown
http://www.mufoncms.com/files_jeud8334j/47327_submitter_file1__SnippedPic.PNG,47327,Other
http://www.mufoncms.com/files_jeud8334j/47326_submitter_file1__ob1.jpg,47326,Disc
http://www.mufoncms.com/files_jeud8334j/47323_submitter_file1__ufooverlasaletteapril92013atapprox.3.00a.m.5000x4000.jpg,47323,Cigar
http://www.mufoncms.com/files_jeud8334j/34242_submitter_file1__Fort%20Worth-20111220-00011.jpg,34242,Sphere
http://www.mufoncms.com/files_jeud8334j/34230_submitter_file1__2011-12-18_18-53-19_50.mp4.jpg,34230,Circle
http://www.mufoncms.com/files_jeud8334j/34226_submitter_file1__UFO.jpg,34226,Fireball
http://www.mufoncms.com/files_jeud8334j/34224_submitter_file1__RedOrbs.bmp,34224,Bullet
http://www.mufoncms.com/files_jeud8334j/34223_submitter_file1__photo3(1).JPG,34223,Triangle
http://www.mufoncms.com/files_jeud8334j/34222_submitter_file1__photo1.JPG,34222,Triangle
http://www.mufoncms.com/files_jeud8334j/6146_submitter_file1__UFO.JPG,6146,Circle
http://www.mufoncms.com/files_jeud8334j/6140_submitter_file1__ufo.JPG,6140,Circle
http://www.mufoncms.com/files_jeud8334j/6127_submitter_file1__UFO.jpg,6127,Cigar
http://www.mufoncms.com/files_jeud8334j/6125_submitter_file1__IMG_8833.JPG,6125,Disc
http://www.mufoncms.com/files_jeud8334j/6121_submitter_file1__untitled.bmp,6121,Disc
http://www.mufoncms.com/files_jeud8334j/21628_submitter_file1__Original3.bmp,21628,Circle
http://www.mufoncms.com/files_jeud8334j/21615_submitter_file1__DSC_0001.JPG,21615,Circle
http://www.mufoncms.com/files_jeud8334j/21614_submitter_file1__DSC_0001.JPG,21614,Circle
http://www.mufoncms.com/files_jeud8334j/21612_submitter_file1__DSC_0001.JPG,21612,Circle
http://www.mufoncms.com/files_jeud8334j/21608_submitter_file1__Astrea----Stonehenge.jpg,21608,Sphere
http://www.mufoncms.com/files_jeud8334j/21606_submitter_file1__ObservationDistance.jpg,21606,Star-like
http://www.mufoncms.com/files_jeud8334j/21604_submitter_file1__UFO.jpg,21604,Bullet
http://www.mufoncms.com/files_jeud8334j/21598_submitter_file1__BlackCircle.jpg,21598,Circle
http://www.mufoncms.com/files_jeud8334j/20149_submitter_file1__100_0065.JPG,20149,Saturn-like
http://www.mufoncms.com/files_jeud8334j/20137_submitter_file1__4.jpg,20137,Disc
http://www.mufoncms.com/files_jeud8334j/5580_submitter_file1__Aliensighting.jpg,5580,Triangle
http://www.mufoncms.com/files_jeud8334j/5579_submitter_file1__Aliensighting.jpg,5579,Triangle
http://www.mufoncms.com/files_jeud8334j/5571_submitter_file2__96164BDF.jpg,5571,Blimp
http://www.mufoncms.com/files_jeud8334j/5569_submitter_file1__10.12.06c.JPG,5569,Other
http://www.mufoncms.com/files_jeud8334j/5568_submitter_file1__10.12.06c.JPG,5568,Other
http://www.mufoncms.com/files_jeud8334j/5567_submitter_file1__10.12.06c.JPG,5567,Other
http://www.mufoncms.com/files_jeud8334j/5565_submitter_file1__10_12_06_245pm-weirdsky.JPG,5565,Circle
http://www.mufoncms.com/files_jeud8334j/5556_submitter_file1__UFO005.jpg,5556,Star-like
http://www.mufoncms.com/files_jeud8334j/5555_submitter_file1__Oct62006098.jpg,5555,Disc
http://www.mufoncms.com/files_jeud8334j/52252_submitter_file1__UFOs11.14.13at9pm.jpg,52252,Circle
http://www.mufoncms.com/files_jeud8334j/52250_submitter_file1__Riverorbandcloseup.jpg,52250,Sphere
http://www.mufoncms.com/files_jeud8334j/52249_submitter_file1__ufo001.jpg,52249,Disc
http://www.mufoncms.com/files_jeud8334j/52240_submitter_file1__DSCN0401.JPG,52240,Circle
http://www.mufoncms.com/files_jeud8334j/52236_submitter_file1__022.jpg,52236,Circle
http://www.mufoncms.com/files_jeud8334j/85795_submitter_file1__IMG4948.JPG,85795,Square
http://www.mufoncms.com/files_jeud8334j/85794_submitter_file1__0727172032.jpg,85794,Other
http://www.mufoncms.com/files_jeud8334j/85792_submitter_file1__IMG20170809220119758.jpg,85792,Triangle
http://www.mufoncms.com/files_jeud8334j/85788_submitter_file1__Screenshot20170809045455.png,85788,Sphere
http://www.mufoncms.com/files_jeud8334j/85787_submitter_file1__15023275528991743197611.jpg,85787,Disc
http://www.mufoncms.com/files_jeud8334j/85784_submitter_file1__20170808193657.jpg,85784,Cylinder
http://www.mufoncms.com/files_jeud8334j/85783_submitter_file1__15023275528991743197611.jpg,85783,Disc
http://www.mufoncms.com/files_jeud8334j/85779_submitter_file1__0809171155.jpg,85779,Other
http://www.mufoncms.com/files_jeud8334j/85771_submitter_file1__20170809073440.jpg,85771,Sphere
http://www.mufoncms.com/files_jeud8334j/85770_submitter_file1__IMG1791.JPG,85770,Fireball
http://www.mufoncms.com/files_jeud8334j/85769_submitter_file1__DSC00509.JPG,85769,Diamond
http://www.mufoncms.com/files_jeud8334j/55763_submitter_file1__unnamed.jpg,55763,Triangle
http://www.mufoncms.com/files_jeud8334j/55750_submitter_file1__DSCN682720160.JPG,55750,Chevron
http://www.mufoncms.com/files_jeud8334j/55747_submitter_file1__WhatIsawin1976.jpg,55747,Sphere
http://www.mufoncms.com/files_jeud8334j/55742_submitter_file1__image.jpg,55742,Sphere
http://www.mufoncms.com/files_jeud8334j/55735_submitter_file2__ImageA.jpg,55735,Star-like
http://www.mufoncms.com/files_jeud8334j/74383_submitter_file1__IMG0125.PNG,74383,
http://www.mufoncms.com/files_jeud8334j/74379_submitter_file3__image.jpeg,74379,Sphere
http://www.mufoncms.com/files_jeud8334j/74374_submitter_file1__Screenshot20160208211149.png,74374,Sphere
http://www.mufoncms.com/files_jeud8334j/74372_submitter_file2__image.png,74372,Sphere
http://www.mufoncms.com/files_jeud8334j/74370_submitter_file1__1450191327207.jpg,74370,Fireball
http://www.mufoncms.com/files_jeud8334j/74367_submitter_file1__PICT0278.JPG,74367,Unknown
http://www.mufoncms.com/files_jeud8334j/63058_submitter_file1__images.jpg,63058,Other
http://www.mufoncms.com/files_jeud8334j/63057_submitter_file1__MyUFOSighting.PNG,63057,Circle
http://www.mufoncms.com/files_jeud8334j/63056_submitter_file1__Chemtrails.jpg,63056,Unknown
http://www.mufoncms.com/files_jeud8334j/63055_submitter_file1__150201Oxie.JPG,63055,Oval
http://www.mufoncms.com/files_jeud8334j/63038_submitter_file1__20140831135443.jpg,63038,Triangle
http://www.mufoncms.com/files_jeud8334j/13450_submitter_file1__Photo_103108_001.jpg,13450,Circle
http://www.mufoncms.com/files_jeud8334j/13448_submitter_file1__foofighter01.jpg,13448,Saturn-like
http://www.mufoncms.com/files_jeud8334j/13441_submitter_file1__momscamera468.jpg,13441,Other
http://www.mufoncms.com/files_jeud8334j/13427_submitter_file1__10-29-08ufosighting.bmp,13427,Triangle
http://www.mufoncms.com/files_jeud8334j/24781_submitter_file1__UFO4Peaks001.JPG,24781,Sphere
http://www.mufoncms.com/files_jeud8334j/24780_submitter_file1__ufo.jpg,24780,Unknown
http://www.mufoncms.com/files_jeud8334j/24778_submitter_file1__cell%20phone%20pics%20nov%2009%200471.jpg,24778,Disc
http://www.mufoncms.com/files/60968_submitter_file1__ObjectPhoto102614555PM.JPG,60968,Bullet
http://www.mufoncms.com/files/60964_submitter_file1__image.jpg,60964,Circle
http://www.mufoncms.com/files_jeud8334j/60963_submitter_file1__LightsInArizonaAug2014.jpg,60963,Disc
http://www.mufoncms.com/files/60962_submitter_file1__250306101526120759431836405496757434566299n.jpg,60962,Triangle
http://www.mufoncms.com/files_jeud8334j/60959_submitter_file1__0627R32731004.jpg,60959,Diamond
http://www.mufoncms.com/files_jeud8334j/60943_submitter_file1__photo3.JPG,60943,Other
http://www.mufoncms.com/files_jeud8334j/25319_submitter_file1__UFO.jpg,25319,Cigar
http://www.mufoncms.com/files_jeud8334j/25316_submitter_file1__ufo1.JPG,25316,Triangle
http://www.mufoncms.com/files_jeud8334j/25307_submitter_file1__DSC01976_crpd-SW.jpg,25307,Circle
http://www.mufoncms.com/files_jeud8334j/17998_submitter_file1__DSC06095.JPG,17998,Disc
http://www.mufoncms.com/files_jeud8334j/17995_submitter_file1__Googleimage.jpg,17995,Unknown
http://www.mufoncms.com/files_jeud8334j/17993_submitter_file1__70909sightingdepiction.bmp,17993,Other
http://www.mufoncms.com/files_jeud8334j/17986_submitter_file1__ufo1.JPG,17986,Other
http://www.mufoncms.com/files_jeud8334j/17984_submitter_file1__007.bmp,17984,Diamond
http://www.mufoncms.com/files_jeud8334j/17977_submitter_file1__Crop97.jpg,17977,Egg
http://www.mufoncms.com/files_jeud8334j/17974_submitter_file1__P7040206.JPG,17974,Circle
http://www.mufoncms.com/files_jeud8334j/17972_submitter_file1__orangeufo7-7-09(5).jpg,17972,Sphere
http://www.mufoncms.com/files_jeud8334j/17971_submitter_file1__DSC01141.JPG,17971,Star-like
http://www.mufoncms.com/files_jeud8334j/17969_submitter_file1__Picture1545.jpg,17969,Disc
http://www.mufoncms.com/files_jeud8334j/89944_submitter_file1__20180201014033.jpg,89944,Square
http://www.mufoncms.com/files_jeud8334j/89943_submitter_file1__nsp28277.jpg,89943,Sphere
http://www.mufoncms.com/files_jeud8334j/89942_submitter_file1__20180201201030.jpg,89942,Diamond
http://www.mufoncms.com/files_jeud8334j/89932_submitter_file1__20180131062123.jpg,89932,Triangle
http://www.mufoncms.com/files_jeud8334j/89924_submitter_file1__20180131151241.png,89924,Circle
http://www.mufoncms.com/files_jeud8334j/89923_submitter_file1__sighting1118.jpg,89923,Star-like
http://www.mufoncms.com/files_jeud8334j/89917_submitter_file1__20161014174931.jpg,89917,Sphere
http://www.mufoncms.com/files_jeud8334j/89916_submitter_file1__20180130230613.jpg,89916,Saturn-like
http://www.mufoncms.com/files_jeud8334j/89915_submitter_file1__20180130221037.jpg,89915,
http://www.mufoncms.com/files_jeud8334j/89914_submitter_file1__IMG20180130184414.jpg,89914,Saturn-like
http://www.mufoncms.com/files_jeud8334j/39083_submitter_file1__ufo.jpg,39083,Star-like
http://www.mufoncms.com/files_jeud8334j/76165_submitter_file1__20160503101059.jpg,76165,Cigar
http://www.mufoncms.com/files_jeud8334j/76164_submitter_file1__IMGP0084.JPG,76164,Star-like
http://www.mufoncms.com/files_jeud8334j/76161_submitter_file2__20160422010149.jpg,76161,Blimp
http://www.mufoncms.com/files_jeud8334j/76157_submitter_file1__UFOSightingDetails.png,76157,Fireball
http://www.mufoncms.com/files_jeud8334j/76156_submitter_file1__UFOSightingDetails.png,76156,Fireball
http://www.mufoncms.com/files_jeud8334j/76154_submitter_file1__image.jpg,76154,Cylinder
http://www.mufoncms.com/files_jeud8334j/76153_submitter_file4__image.jpeg,76153,Other
http://www.mufoncms.com/files_jeud8334j/76150_submitter_file1__FBIMG1462231242900.jpg,76150,Star-like
http://www.mufoncms.com/files_jeud8334j/76147_submitter_file1__image.jpeg,76147,Square
http://www.mufoncms.com/files_jeud8334j/76140_submitter_file1__image.png,76140,Circle
http://www.mufoncms.com/files_jeud8334j/76137_submitter_file2__20160430225455.jpg,76137,Sphere
http://www.mufoncms.com/files_jeud8334j/76135_submitter_file1__TriangleUFOoverBuildingSketch.jpg,76135,Triangle
http://www.mufoncms.com/files_jeud8334j/21861_submitter_file1__MiddletownSightingRoute2111-14-10Sketch.jpg,21861,Star-like
http://www.mufoncms.com/files_jeud8334j/21851_submitter_file1__UFO-4503-2.jpg,21851,Unknown
http://www.mufoncms.com/files_jeud8334j/34616_submitter_file1__018.JPG,34616,Square
http://www.mufoncms.com/files_jeud8334j/34611_submitter_file1__DSCN1572.JPG,34611,Circle
http://www.mufoncms.com/files_jeud8334j/34607_submitter_file1__DSC_0089.jpg,34607,Circle
http://www.mufoncms.com/files_jeud8334j/71454_submitter_file1__image.jpg,71454,Circle
http://www.mufoncms.com/files_jeud8334j/71450_submitter_file1__20151010212951HDR.jpg,71450,Other
http://www.mufoncms.com/files_jeud8334j/51717_submitter_file1__MVC223S.JPG,51717,Disc
http://www.mufoncms.com/files_jeud8334j/51711_submitter_file1__139282510201568535389092409362656n.jpg,51711,Cylinder
http://www.mufoncms.com/files_jeud8334j/51708_submitter_file1__ufo.jpg,51708,Bullet
http://www.mufoncms.com/files_jeud8334j/51700_submitter_file1__UFOsavannahNov2012.png,51700,Star-like
http://www.mufoncms.com/files_jeud8334j/51698_submitter_file1__EK000042.JPG,51698,Circle
http://www.mufoncms.com/files_jeud8334j/51693_submitter_file1__BlueLight102013.jpg,51693,Sphere
http://www.mufoncms.com/files_jeud8334j/82927_submitter_file1__moremoon001.JPG,82927,Unknown
http://www.mufoncms.com/files_jeud8334j/82926_submitter_file1__20170401181159.jpg,82926,Disc
http://www.mufoncms.com/files_jeud8334j/82924_submitter_file2__IMG02832.JPG,82924,Circle
http://www.mufoncms.com/files_jeud8334j/82923_submitter_file1__IMG3757.JPG,82923,Other
http://www.mufoncms.com/files_jeud8334j/82907_submitter_file1__201703292024541.jpg,82907,Sphere
http://www.mufoncms.com/files_jeud8334j/82902_submitter_file1__20170329202047.jpg,82902,Star-like
http://www.mufoncms.com/files_jeud8334j/14404_submitter_file1__horizon.jpg,14404,Blimp
http://www.mufoncms.com/files_jeud8334j/14401_submitter_file1__spiralscolored.jpg,14401,Saturn-like
http://www.mufoncms.com/files_jeud8334j/14395_submitter_file1__UFO.jpg,14395,Other
http://www.mufoncms.com/files_jeud8334j/14387_submitter_file1__ufo.jpg,14387,Triangle
http://www.mufoncms.com/files_jeud8334j/14385_submitter_file1__moon.jpg,14385,Circle
http://www.mufoncms.com/files_jeud8334j/14384_submitter_file1__US-12122008-0011Map2.jpg,14384,Chevron
http://www.mufoncms.com/files_jeud8334j/14380_submitter_file1__Wall.jpg,14380,Circle
http://www.mufoncms.com/files_jeud8334j/14378_submitter_file1__Ufodecember52008I10.bmp,14378,Unknown
http://www.mufoncms.com/files_jeud8334j/64626_submitter_file1__avistamento.jpg,64626,Other
http://www.mufoncms.com/files_jeud8334j/64623_submitter_file1__light.png,64623,Sphere
http://www.mufoncms.com/files_jeud8334j/64622_submitter_file1__20150411174325.jpg,64622,Sphere
http://www.mufoncms.com/files_jeud8334j/64619_submitter_file1__IMG20150412204330062.jpg,64619,Boomerang
http://www.mufoncms.com/files_jeud8334j/64616_submitter_file1__20120101013.JPG,64616,Star-like
http://www.mufoncms.com/files_jeud8334j/64604_submitter_file1__Lights20150411.png,64604,Disc
http://www.mufoncms.com/files_jeud8334j/64602_submitter_file1__NJUFO242014.jpg,64602,Sphere
http://www.mufoncms.com/files_jeud8334j/64600_submitter_file1__Untitled7.jpg,64600,Triangle
http://www.mufoncms.com/files_jeud8334j/64597_submitter_file1__1477964749614585068729333962552n.jpg,64597,Disc
http://www.mufoncms.com/files_jeud8334j/72499_submitter_file1__20151108173237.jpg,72499,Sphere
http://www.mufoncms.com/files_jeud8334j/72489_submitter_file1__20151107110014.png,72489,Circle
http://www.mufoncms.com/files_jeud8334j/72486_submitter_file1__orb4.jpg,72486,Sphere
http://www.mufoncms.com/files_jeud8334j/72485_submitter_file1__20151112145053.jpg,72485,Other
http://www.mufoncms.com/files_jeud8334j/72482_submitter_file1__IMG30921.JPG,72482,Circle
http://www.mufoncms.com/files_jeud8334j/72476_submitter_file1__DSC03138.JPG,72476,Fireball
http://www.mufoncms.com/files_jeud8334j/87205_submitter_file1__20171006181539.jpg,87205,Cone
http://www.mufoncms.com/files_jeud8334j/87204_submitter_file1__7727E99FE2AA4E19B3C25D4BF4474FEF.jpeg,87204,Circle
http://www.mufoncms.com/files_jeud8334j/87201_submitter_file1__Screenshot20171008073616.png,87201,Boomerang
http://www.mufoncms.com/files_jeud8334j/87195_submitter_file1__Capture6.PNG,87195,Star-like
http://www.mufoncms.com/files_jeud8334j/87193_submitter_file1__aa73f3b2f3ec480491efec15af693abe.jpg,87193,Oval
http://www.mufoncms.com/files_jeud8334j/87186_submitter_file1__LRGDSC00873.jpeg,87186,Disc
http://www.mufoncms.com/files_jeud8334j/87185_submitter_file1__DSC0058.JPG,87185,Disc
http://www.mufoncms.com/files_jeud8334j/87183_submitter_file1__DSC0163cropped.JPG,87183,Disc
http://www.mufoncms.com/files_jeud8334j/87179_submitter_file1__IMG1580.JPG,87179,Star-like
http://www.mufoncms.com/files_jeud8334j/87177_submitter_file1__IMG20170821101645.jpg,87177,Diamond
http://www.mufoncms.com/files_jeud8334j/53358_submitter_file1__1601353102022521021582041009743244n.jpg,53358,Cigar
http://www.mufoncms.com/files_jeud8334j/53354_submitter_file2__image.jpg,53354,Circle
http://www.mufoncms.com/files_jeud8334j/53339_submitter_file2__image.jpg,53339,Sphere
http://www.mufoncms.com/files_jeud8334j/52726_submitter_file1__Part1.jpg,52726,Star-like
http://www.mufoncms.com/files_jeud8334j/52723_submitter_file2__photo1.JPG,52723,Fireball
http://www.mufoncms.com/files_jeud8334j/52722_submitter_file1__20131211170806.jpg,52722,Sphere
http://www.mufoncms.com/files_jeud8334j/52711_submitter_file1__201311190656227271.jpg,52711,Circle
http://www.mufoncms.com/files_jeud8334j/52710_submitter_file1__ufo.JPG,52710,Cigar
http://www.mufoncms.com/files_jeud8334j/52708_submitter_file1__MonacanParkUFO.jpg,52708,Disc
http://www.mufoncms.com/files_jeud8334j/52704_submitter_file1__FILE1026.JPG,52704,Fireball
http://www.mufoncms.com/files_jeud8334j/52700_submitter_file1__image.jpg,52700,Other
http://www.mufoncms.com/files_jeud8334j/52699_submitter_file1__2013120214095701.jpg,52699,Unknown
http://www.mufoncms.com/files_jeud8334j/77289_submitter_file1__UFOs24thJune2016pic4.jpg,77289,Sphere
http://www.mufoncms.com/files_jeud8334j/77287_submitter_file1__Snapshot26262016820AM.png,77287,Circle
http://www.mufoncms.com/files_jeud8334j/77286_submitter_file1__20160625222103.jpg,77286,Circle
http://www.mufoncms.com/files_jeud8334j/77283_submitter_file1__2016040319.07.32.jpg,77283,Other
http://www.mufoncms.com/files_jeud8334j/77281_submitter_file1__ufo.jpg,77281,Circle
http://www.mufoncms.com/files_jeud8334j/77280_submitter_file1__33.PNG,77280,
http://www.mufoncms.com/files_jeud8334j/77279_submitter_file1__2016033018.40.07.jpg,77279,
http://www.mufoncms.com/files_jeud8334j/77278_submitter_file1__88.png,77278,
http://www.mufoncms.com/files_jeud8334j/77277_submitter_file1__IMAG0217.jpg,77277,Sphere
http://www.mufoncms.com/files_jeud8334j/77276_submitter_file1__1.PNG,77276,Other
http://www.mufoncms.com/files_jeud8334j/77275_submitter_file1__GAP3N.jpg,77275,Other
http://www.mufoncms.com/files_jeud8334j/77268_submitter_file2__image.jpeg,77268,Sphere
http://www.mufoncms.com/files_jeud8334j/77266_submitter_file1__Pic1.jpg,77266,Cylinder
http://www.mufoncms.com/files_jeud8334j/77264_submitter_file1__image.jpeg,77264,Other
http://www.mufoncms.com/files_jeud8334j/71821_submitter_file1__IMG0037.PNG,71821,Oval
http://www.mufoncms.com/files_jeud8334j/71817_submitter_file1__ufoshot.jpg,71817,Bullet
http://www.mufoncms.com/files_jeud8334j/71813_submitter_file1__image.jpeg,71813,Circle
http://www.mufoncms.com/files_jeud8334j/71809_submitter_file1__BloodMoon2.jpg,71809,
http://www.mufoncms.com/files_jeud8334j/90892_submitter_file1__20180317060721SingleLight.jpg,90892,Other
http://www.mufoncms.com/files_jeud8334j/90891_submitter_file1__Resized20180315170244.jpg,90891,Sphere
http://www.mufoncms.com/files_jeud8334j/90890_submitter_file1__DSC01982.JPG,90890,Unknown
http://www.mufoncms.com/files_jeud8334j/90889_submitter_file4__20180315063953DimLights.jpg,90889,Star-like
http://www.mufoncms.com/files_jeud8334j/90888_submitter_file1__DSC01982.JPG,90888,Unknown
http://www.mufoncms.com/files_jeud8334j/90886_submitter_file1__201802260606223inaV.jpg,90886,Star-like
http://www.mufoncms.com/files_jeud8334j/90882_submitter_file1__Screenshot201803191534291.png,90882,Triangle
http://www.mufoncms.com/files_jeud8334j/90873_submitter_file1__1.png,90873,Triangle
http://www.mufoncms.com/files_jeud8334j/90872_submitter_file1__1.png,90872,Triangle
http://www.mufoncms.com/files_jeud8334j/90871_submitter_file1__1.png,90871,Triangle
http://www.mufoncms.com/files_jeud8334j/90870_submitter_file1__20180319072559.jpg,90870,Other
http://www.mufoncms.com/files_jeud8334j/90867_submitter_file1__0042.jpg,90867,Sphere
http://www.mufoncms.com/files_jeud8334j/90864_submitter_file1__Screenshot20180318192358.png,90864,Disc
http://www.mufoncms.com/files_jeud8334j/16499_submitter_file1__PITTSGROVEUFOSIGHTINGSMUFON.jpg,16499,Circle
http://www.mufoncms.com/files_jeud8334j/16498_submitter_file1__DSC00497.JPG,16498,Egg
http://www.mufoncms.com/files_jeud8334j/16496_submitter_file1__ufo.JPG,16496,Blimp
http://www.mufoncms.com/files_jeud8334j/16493_submitter_file1__ufo.JPG,16493,Unknown
http://www.mufoncms.com/files_jeud8334j/16492_submitter_file1__WeirdobjectoverStateCapital.JPG,16492,Chevron
http://www.mufoncms.com/files_jeud8334j/16490_submitter_file2__RoslynUFOsimulation.jpg,16490,Disc
http://www.mufoncms.com/files_jeud8334j/16486_submitter_file1__P4106340.JPG,16486,Oval
http://www.mufoncms.com/files_jeud8334j/16480_submitter_file1__11avril2009-Copy.JPG,16480,Disc
http://www.mufoncms.com/files_jeud8334j/28436_submitter_file1__DSC_0751.JPG,28436,Blimp
http://www.mufoncms.com/files_jeud8334j/28433_submitter_file1__ufoDM2906_468x327.jpg,28433,Circle
http://www.mufoncms.com/files_jeud8334j/5082_submitter_file1__7.15.063.JPG,5082,Other
http://www.mufoncms.com/files_jeud8334j/5081_submitter_file1__JC07142006sphere.jpg,5081,Sphere
http://www.mufoncms.com/files_jeud8334j/5061_submitter_file1__145.jpg,5061,Triangle
http://www.mufoncms.com/files_jeud8334j/5059_submitter_file1__ring.jpeg,5059,Diamond
http://www.mufoncms.com/files_jeud8334j/60118_submitter_file1__PDVD004.JPG,60118,Sphere
http://www.mufoncms.com/files/60113_submitter_file1__photo3.JPG,60113,Circle
http://www.mufoncms.com/files/60112_submitter_file1__IMG3126.JPG,60112,Sphere
http://www.mufoncms.com/files/60102_submitter_file1__0926141411.jpg,60102,Disc
http://www.mufoncms.com/files/60101_submitter_file1__Sighting925.jpg,60101,Triangle
http://www.mufoncms.com/files/60098_submitter_file3__Image120140926.JPG,60098,Diamond
http://www.mufoncms.com/files_jeud8334j/48676_submitter_file1__IMG0568.JPG,48676,Circle
http://www.mufoncms.com/files_jeud8334j/48672_submitter_file1__image.jpg,48672,Disc
