event_id,urls,label
75634,http://www.mufoncms.com/files_jeud8334j/75634_submitter_file1__IMG3132.JPG,"cliff, drop, drop-off"
75655,http://www.mufoncms.com/files_jeud8334j/75655_submitter_file1__ISS1.jpg,planetarium
75661,http://www.mufoncms.com/files_jeud8334j/75661_submitter_file1__IMG0869.JPG,"lens cap, lens cover"
75673,http://www.mufoncms.com/files_jeud8334j/75673_submitter_file1__20160406133728.jpg,window screen
75674,http://www.mufoncms.com/files_jeud8334j/75674_submitter_file1__SDC13574.JPG,balloon
75681,http://www.mufoncms.com/files_jeud8334j/75681_submitter_file1__Boules.JPG,"spotlight, spot"
75687,http://www.mufoncms.com/files_jeud8334j/75687_submitter_file1__image.png,"nematode, nematode worm, roundworm"
75688,http://www.mufoncms.com/files_jeud8334j/75688_submitter_file2__DSCN0346.JPG,"nematode, nematode worm, roundworm"
75690,http://www.mufoncms.com/files_jeud8334j/75690_submitter_file1__image.jpeg,"spotlight, spot"
75694,http://www.mufoncms.com/files_jeud8334j/75694_submitter_file1__20160408083627.jpg,"book jacket, dust cover, dust jacket, dust wrapper"
75698,http://www.mufoncms.com/files_jeud8334j/75698_submitter_file1__UFONewtownCT2010.JPG,"mobile home, manufactured home"
75699,http://www.mufoncms.com/files_jeud8334j/75699_submitter_file1__DSC0105.JPG,"parachute, chute"
75707,http://www.mufoncms.com/files_jeud8334j/75707_submitter_file1__3.jpg,water tower
75719,http://www.mufoncms.com/files_jeud8334j/75719_submitter_file1__SkeltonSaltburnUFOs.JPG,tile roof
75725,http://www.mufoncms.com/files_jeud8334j/75725_submitter_file1__IMG2722.JPG,volcano
75726,http://www.mufoncms.com/files_jeud8334j/75726_submitter_file3__image.jpeg,"nematode, nematode worm, roundworm"
75732,http://www.mufoncms.com/files_jeud8334j/75732_submitter_file1__image.png,volcano
75738,http://www.mufoncms.com/files_jeud8334j/75738_submitter_file1__2UFOs2.jpg,"axolotl, mud puppy, Ambystoma mexicanum"
75742,http://www.mufoncms.com/files_jeud8334j/75742_submitter_file1__20151128163948.jpg,geyser
75816,http://www.mufoncms.com/files_jeud8334j/75816_submitter_file1__IMAG0279.jpg,kite
75819,http://www.mufoncms.com/files_jeud8334j/75819_submitter_file1__image.jpg,"spotlight, spot"
75823,http://www.mufoncms.com/files_jeud8334j/75823_submitter_file1__WP20160414005.jpg,alp
75825,http://www.mufoncms.com/files_jeud8334j/75825_submitter_file1__IMG4440.JPG,"spotlight, spot"
75830,http://www.mufoncms.com/files_jeud8334j/75830_submitter_file1__DSC4882.JPG,wing
75834,http://www.mufoncms.com/files_jeud8334j/75834_submitter_file1__3028c4b202994160acbbcb8e9eacaefc.png,street sign
75862,http://www.mufoncms.com/files_jeud8334j/75862_submitter_file1__20160301144634.jpg,car mirror
75873,http://www.mufoncms.com/files_jeud8334j/75873_submitter_file2__IMG20160416174432521.jpg,pole
75875,http://www.mufoncms.com/files_jeud8334j/75875_submitter_file1__KIMG0720.jpg,balloon
75876,http://www.mufoncms.com/files_jeud8334j/75876_submitter_file1__IMG20160416182515.jpg,"mobile home, manufactured home"
75914,http://www.mufoncms.com/files_jeud8334j/75914_submitter_file1__orb.jpg,ping-pong ball
75916,http://www.mufoncms.com/files_jeud8334j/75916_submitter_file1__008.JPG,"black widow, Latrodectus mactans"
75920,http://www.mufoncms.com/files_jeud8334j/75920_submitter_file3__image.jpeg,"can opener, tin opener"
75927,http://www.mufoncms.com/files_jeud8334j/75927_submitter_file1__IMG20160415115618750.jpg,"patio, terrace"
75934,http://www.mufoncms.com/files_jeud8334j/75934_submitter_file1__image.jpeg,palace
75937,http://www.mufoncms.com/files_jeud8334j/75937_submitter_file1__IMG0958.JPG,jellyfish
76005,http://www.mufoncms.com/files_jeud8334j/76005_submitter_file1__ufobranson.jpg,volcano
76006,http://www.mufoncms.com/files_jeud8334j/76006_submitter_file1__20160422132303.jpg,nail
76008,http://www.mufoncms.com/files_jeud8334j/76008_submitter_file1__PicsArt1460920630891.jpg,missile
76010,http://www.mufoncms.com/files_jeud8334j/76010_submitter_file1__20160423225615.jpg,envelope
76022,http://www.mufoncms.com/files_jeud8334j/76022_submitter_file1__UFO42416.jpg,"puck, hockey puck"
76026,http://www.mufoncms.com/files_jeud8334j/76026_submitter_file1__20160425011803.jpg,"nematode, nematode worm, roundworm"
76029,http://www.mufoncms.com/files_jeud8334j/76029_submitter_file1__20160321010351.jpg,"candle, taper, wax light"
76036,http://www.mufoncms.com/files_jeud8334j/76036_submitter_file1__20160401082219.jpg,window screen
76040,http://www.mufoncms.com/files_jeud8334j/76040_submitter_file1__1041461816666526136229098649468903681524477n.jpg,digital clock
76043,http://www.mufoncms.com/files_jeud8334j/76043_submitter_file1__received10206332501252229.jpeg,"beacon, lighthouse, beacon light, pharos"
76053,http://www.mufoncms.com/files_jeud8334j/76053_submitter_file1__20160426071250.jpg,"airship, dirigible"
76055,http://www.mufoncms.com/files_jeud8334j/76055_submitter_file1__UFOs.jpg,"maze, labyrinth"
76057,http://www.mufoncms.com/files_jeud8334j/76057_submitter_file1__IMG9828.JPG,obelisk
76064,http://www.mufoncms.com/files_jeud8334j/76064_submitter_file1__20160426113330.jpg,"spotlight, spot"
76166,http://www.mufoncms.com/files_jeud8334j/76166_submitter_file1__IMG2785.PNG,"television, television system"
76170,http://www.mufoncms.com/files_jeud8334j/76170_submitter_file1__20151107IMG0171.JPG,airliner
76173,http://www.mufoncms.com/files_jeud8334j/76173_submitter_file1__WIN20160504004423Pro.jpg,"rule, ruler"
76180,http://www.mufoncms.com/files_jeud8334j/76180_submitter_file1__image.jpeg,wing
76181,http://www.mufoncms.com/files_jeud8334j/76181_submitter_file1__image.jpeg,wing
76186,http://www.mufoncms.com/files_jeud8334j/76186_submitter_file1__image.jpeg,volcano
76199,http://www.mufoncms.com/files_jeud8334j/76199_submitter_file1__IMG20160506042154.jpg,"airship, dirigible"
76200,http://www.mufoncms.com/files_jeud8334j/76200_submitter_file1__path.png,envelope
76202,http://www.mufoncms.com/files_jeud8334j/76202_submitter_file1__IMG7966.JPG,"nematode, nematode worm, roundworm"
76203,http://www.mufoncms.com/files_jeud8334j/76203_submitter_file1__IMG7966.JPG,"nematode, nematode worm, roundworm"
76204,http://www.mufoncms.com/files_jeud8334j/76204_submitter_file1__IMG7966.JPG,"nematode, nematode worm, roundworm"
76205,http://www.mufoncms.com/files_jeud8334j/76205_submitter_file1__IMG7966.JPG,"nematode, nematode worm, roundworm"
76206,http://www.mufoncms.com/files_jeud8334j/76206_submitter_file1__IMG7966.JPG,"nematode, nematode worm, roundworm"
76207,http://www.mufoncms.com/files_jeud8334j/76207_submitter_file1__IMG7966.JPG,"nematode, nematode worm, roundworm"
76212,http://www.mufoncms.com/files_jeud8334j/76212_submitter_file2__TrajectoriaUFOBUTULU.jpg,alp
76216,http://www.mufoncms.com/files_jeud8334j/76216_submitter_file1__20151211143658.jpg,fountain
76217,http://www.mufoncms.com/files_jeud8334j/76217_submitter_file1__20160502191746.jpg,"parachute, chute"
76225,http://www.mufoncms.com/files_jeud8334j/76225_submitter_file1__Treewithobject.JPG,"lakeside, lakeshore"
76228,http://www.mufoncms.com/files_jeud8334j/76228_submitter_file1__UFOAmazon2007UpstateNY2016.png,"nematode, nematode worm, roundworm"
76230,http://www.mufoncms.com/files_jeud8334j/76230_submitter_file3__IMG2779.PNG,"albatross, mollymawk"
76237,http://www.mufoncms.com/files_jeud8334j/76237_submitter_file2__spaceman15.jpg,"spotlight, spot"
76248,http://www.mufoncms.com/files_jeud8334j/76248_submitter_file1__DSC9562.jpg,alp
76250,http://www.mufoncms.com/files_jeud8334j/76250_submitter_file1__image.jpeg,volcano
76251,http://www.mufoncms.com/files_jeud8334j/76251_submitter_file1__IMG3182.JPG,kite
76252,http://www.mufoncms.com/files_jeud8334j/76252_submitter_file1__image.jpeg,vulture
76258,http://www.mufoncms.com/files_jeud8334j/76258_submitter_file1__original.jpg,kite
76340,http://www.mufoncms.com/files_jeud8334j/76340_submitter_file1__Screenshot20160216220641.png,"web site, website, internet site, site"
76341,http://www.mufoncms.com/files_jeud8334j/76341_submitter_file1__IMG201502051548141.jpg,"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
76352,http://www.mufoncms.com/files_jeud8334j/76352_submitter_file1__20160212132634.jpg,ski
76363,http://www.mufoncms.com/files_jeud8334j/76363_submitter_file1__Screenshot20160514115358.png,"airship, dirigible"
76366,http://www.mufoncms.com/files_jeud8334j/76366_submitter_file1__FBIMG1463267650127.jpg,"nematode, nematode worm, roundworm"
76369,http://www.mufoncms.com/files_jeud8334j/76369_submitter_file1__ufo.jpg,"lakeside, lakeshore"
76373,http://www.mufoncms.com/files_jeud8334j/76373_submitter_file1__UFO.png,envelope
76376,http://www.mufoncms.com/files_jeud8334j/76376_submitter_file1__image.jpeg,"flagpole, flagstaff"
76378,http://www.mufoncms.com/files_jeud8334j/76378_submitter_file1__DSCI0014.JPG,envelope
76385,http://www.mufoncms.com/files_jeud8334j/76385_submitter_file1__PinkUFOneartheSun.1.1012540.jpg,monitor
76397,http://www.mufoncms.com/files_jeud8334j/76397_submitter_file1__image.jpeg,"nematode, nematode worm, roundworm"
76402,http://www.mufoncms.com/files_jeud8334j/76402_submitter_file1__Capture.JPG,water snake
76484,http://www.mufoncms.com/files_jeud8334j/76484_submitter_file1__IMG0691.JPG,guillotine
76485,http://www.mufoncms.com/files_jeud8334j/76485_submitter_file1__14637154108941.jpg,"television, television system"
76491,http://www.mufoncms.com/files_jeud8334j/76491_submitter_file1__2016052100.31.471.jpg,"nematode, nematode worm, roundworm"
76492,http://www.mufoncms.com/files_jeud8334j/76492_submitter_file1__ScreenShot20160520at6.12.12AM.png,"home theater, home theatre"
76498,http://www.mufoncms.com/files_jeud8334j/76498_submitter_file1__ISSonLive20160518100134.jpg,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
76503,http://www.mufoncms.com/files_jeud8334j/76503_submitter_file1__avistamientoovni.jpg,jellyfish
76505,http://www.mufoncms.com/files_jeud8334j/76505_submitter_file1__KIMG0240.jpg,golf ball
76517,http://www.mufoncms.com/files_jeud8334j/76517_submitter_file7__20160427192311.jpg,"projectile, missile"
76518,http://www.mufoncms.com/files_jeud8334j/76518_submitter_file1__image.jpg,castle
76521,http://www.mufoncms.com/files_jeud8334j/76521_submitter_file1__image.jpeg,balloon
76522,http://www.mufoncms.com/files_jeud8334j/76522_submitter_file1__Orbs.jpg,envelope
76526,http://www.mufoncms.com/files_jeud8334j/76526_submitter_file1__201512020003.jpeg,volleyball
76533,http://www.mufoncms.com/files_jeud8334j/76533_submitter_file1__20160314133138resized.jpg,fountain
76541,http://www.mufoncms.com/files_jeud8334j/76541_submitter_file1__image.png,space shuttle
76543,http://www.mufoncms.com/files_jeud8334j/76543_submitter_file1__WP20160523040113Pro.jpg,"flagpole, flagstaff"
76548,http://www.mufoncms.com/files_jeud8334j/76548_submitter_file1__IMG20160522114151.jpg,"maze, labyrinth"
76550,http://www.mufoncms.com/files_jeud8334j/76550_submitter_file1__File1at7.17.10PM.png,jellyfish
76557,http://www.mufoncms.com/files_jeud8334j/76557_submitter_file2__UFOandplane.jpg,"airship, dirigible"
76558,http://www.mufoncms.com/files_jeud8334j/76558_submitter_file1__alienshipontheocean.jpg,"radio telescope, radio reflector"
76561,http://www.mufoncms.com/files_jeud8334j/76561_submitter_file1__20160523203228.jpg,"traffic light, traffic signal, stoplight"
76578,http://www.mufoncms.com/files_jeud8334j/76578_submitter_file1__1324778412037759529740894487143176831891107o.jpg,"parachute, chute"
76579,http://www.mufoncms.com/files_jeud8334j/76579_submitter_file1__ViewFromLeckhamptonHilltoMalvernHills.jpg,"valley, vale"
76582,http://www.mufoncms.com/files_jeud8334j/76582_submitter_file1__image.jpeg,"nematode, nematode worm, roundworm"
76586,http://www.mufoncms.com/files_jeud8334j/76586_submitter_file1__UFO.JPG,pole
76588,http://www.mufoncms.com/files_jeud8334j/76588_submitter_file1__V26A7.jpg,kite
76589,http://www.mufoncms.com/files_jeud8334j/76589_submitter_file1__image.png,geyser
76605,http://www.mufoncms.com/files_jeud8334j/76605_submitter_file1__ScanPic0002.jpg,envelope
76608,http://www.mufoncms.com/files_jeud8334j/76608_submitter_file1__image.jpeg,schooner
76612,http://www.mufoncms.com/files_jeud8334j/76612_submitter_file1__WP20150204003Copy.jpg,"hammerhead, hammerhead shark"
76617,http://www.mufoncms.com/files_jeud8334j/76617_submitter_file1__IMG6069.jpg,"oscilloscope, scope, cathode-ray oscilloscope, CRO"
76618,http://www.mufoncms.com/files_jeud8334j/76618_submitter_file1__IMG6069.jpg,"oscilloscope, scope, cathode-ray oscilloscope, CRO"
76620,http://www.mufoncms.com/files_jeud8334j/76620_submitter_file1__20160521133224.jpg,four-poster
76625,http://www.mufoncms.com/files_jeud8334j/76625_submitter_file1__20160527203929.jpg,"nematode, nematode worm, roundworm"
76627,http://www.mufoncms.com/files_jeud8334j/76627_submitter_file1__20151230212551resized11.jpg,"spotlight, spot"
76629,http://www.mufoncms.com/files_jeud8334j/76629_submitter_file1__IMG29381.jpg,pole
76752,http://www.mufoncms.com/files_jeud8334j/76752_submitter_file1__object.jpg,"traffic light, traffic signal, stoplight"
76754,http://www.mufoncms.com/files_jeud8334j/76754_submitter_file3__image.jpeg,geyser
76769,http://www.mufoncms.com/files_jeud8334j/76769_submitter_file1__image.png,"web site, website, internet site, site"
76848,http://www.mufoncms.com/files_jeud8334j/76848_submitter_file1__bartlett1.jpg,"valley, vale"
76850,http://www.mufoncms.com/files_jeud8334j/76850_submitter_file1__IMG1236.JPG,"beacon, lighthouse, beacon light, pharos"
76854,http://www.mufoncms.com/files_jeud8334j/76854_submitter_file2__ufo060616.mp4snapshot00.212016.06.0704.21.35.jpg,Granny Smith
76855,http://www.mufoncms.com/files_jeud8334j/76855_submitter_file1__20160605142232.jpg,projector
76856,http://www.mufoncms.com/files_jeud8334j/76856_submitter_file1__IMG5637.PNG,"parachute, chute"
76859,http://www.mufoncms.com/files_jeud8334j/76859_submitter_file1__IMG20160605222240.jpg,"cinema, movie theater, movie theatre, movie house, picture palace"
76866,http://www.mufoncms.com/files_jeud8334j/76866_submitter_file1__image.jpeg,lemon
76870,http://www.mufoncms.com/files_jeud8334j/76870_submitter_file4__image.jpeg,wing
76871,http://www.mufoncms.com/files_jeud8334j/76871_submitter_file1__image.jpeg,orange
76874,http://www.mufoncms.com/files_jeud8334j/76874_submitter_file1__June012016ufo.jpg,"albatross, mollymawk"
76875,http://www.mufoncms.com/files_jeud8334j/76875_submitter_file1__image.jpg,menu
76882,http://www.mufoncms.com/files_jeud8334j/76882_submitter_file1__image.png,"pool table, billiard table, snooker table"
76883,http://www.mufoncms.com/files_jeud8334j/76883_submitter_file1__image.png,"pool table, billiard table, snooker table"
76884,http://www.mufoncms.com/files_jeud8334j/76884_submitter_file1__image.jpeg,balloon
76887,http://www.mufoncms.com/files_jeud8334j/76887_submitter_file1__DodgeCitywobject.jpg,"lakeside, lakeshore"
76895,http://www.mufoncms.com/files_jeud8334j/76895_submitter_file1__sky2.jpg,geyser
76900,http://www.mufoncms.com/files_jeud8334j/76900_submitter_file1__Picture4.jpg,geyser
76904,http://www.mufoncms.com/files_jeud8334j/76904_submitter_file1__IMG2065.jpg,crane
76905,http://www.mufoncms.com/files_jeud8334j/76905_submitter_file1__P6071094.JPG,"worm fence, snake fence, snake-rail fence, Virginia fence"
76906,http://www.mufoncms.com/files_jeud8334j/76906_submitter_file1__ufo060616.mp4snapshot00.212016.06.0704.21.35.jpg,Granny Smith
76907,http://www.mufoncms.com/files_jeud8334j/76907_submitter_file1__Screenshot20160530193029.png,mixing bowl
76908,http://www.mufoncms.com/files_jeud8334j/76908_submitter_file1__sketch1465394295284.png,"traffic light, traffic signal, stoplight"
76913,http://www.mufoncms.com/files_jeud8334j/76913_submitter_file1__AKUFO2.jpg,"submarine, pigboat, sub, U-boat"
76914,http://www.mufoncms.com/files_jeud8334j/76914_submitter_file1__image.jpeg,umbrella
76917,http://www.mufoncms.com/files_jeud8334j/76917_submitter_file1__image.jpeg,"traffic light, traffic signal, stoplight"
76919,http://www.mufoncms.com/files_jeud8334j/76919_submitter_file1__20160608230550.jpg,"nematode, nematode worm, roundworm"
76924,http://www.mufoncms.com/files_jeud8334j/76924_submitter_file1__20160508001358.jpg,missile
76925,http://www.mufoncms.com/files_jeud8334j/76925_submitter_file1__20160503161404.jpg,geyser
76927,http://www.mufoncms.com/files_jeud8334j/76927_submitter_file1__20150901191457.jpg,"lakeside, lakeshore"
76929,http://www.mufoncms.com/files_jeud8334j/76929_submitter_file1__image.jpeg,jellyfish
76937,http://www.mufoncms.com/files_jeud8334j/76937_submitter_file1__DSCN0509.JPG,wing
76940,http://www.mufoncms.com/files_jeud8334j/76940_submitter_file1__20160609191558.jpg,"flagpole, flagstaff"
76943,http://www.mufoncms.com/files_jeud8334j/76943_submitter_file2__image.jpg,ladle
76946,http://www.mufoncms.com/files_jeud8334j/76946_submitter_file1__SnapShot681lighten.jpg,"parachute, chute"
76951,http://www.mufoncms.com/files_jeud8334j/76951_submitter_file1__IMG0437.jpg,sorrel
76953,http://www.mufoncms.com/files_jeud8334j/76953_submitter_file1__ufo.jpeg,envelope
76967,http://www.mufoncms.com/files_jeud8334j/76967_submitter_file1__picturereferences.png,"traffic light, traffic signal, stoplight"
76969,http://www.mufoncms.com/files_jeud8334j/76969_submitter_file1__UFO061016910PMIMG6696.jpg,vault
76971,http://www.mufoncms.com/files_jeud8334j/76971_submitter_file1__image.png,"electric fan, blower"
76972,http://www.mufoncms.com/files_jeud8334j/76972_submitter_file1__JTRCLayoutMapAnno.JPG,"web site, website, internet site, site"
77038,http://www.mufoncms.com/files_jeud8334j/77038_submitter_file1__20160612203127.jpg,pier
77039,http://www.mufoncms.com/files_jeud8334j/77039_submitter_file1__20160612203127.jpg,pier
77040,http://www.mufoncms.com/files_jeud8334j/77040_submitter_file1__20160612203127.jpg,pier
77048,http://www.mufoncms.com/files_jeud8334j/77048_submitter_file1__aug1620141038pmkarenone.JPG,"lawn mower, mower"
77049,http://www.mufoncms.com/files_jeud8334j/77049_submitter_file5__IMG2334.PNG,"nematode, nematode worm, roundworm"
77050,http://www.mufoncms.com/files_jeud8334j/77050_submitter_file5__IMG2334.PNG,"nematode, nematode worm, roundworm"
77051,http://www.mufoncms.com/files_jeud8334j/77051_submitter_file1__sighting.png,envelope
77052,http://www.mufoncms.com/files_jeud8334j/77052_submitter_file1__015cfaeedc4205orig.png,"coil, spiral, volute, whorl, helix"
77055,http://www.mufoncms.com/files_jeud8334j/77055_submitter_file1__1344530412203686746507044106953543504518831n.jpg,torch
77058,http://www.mufoncms.com/files_jeud8334j/77058_submitter_file1__greenleaf.png,"hook, claw"
77060,http://www.mufoncms.com/files_jeud8334j/77060_submitter_file1__orbsoflight.jpg,volcano
77062,http://www.mufoncms.com/files_jeud8334j/77062_submitter_file1__2016061510.45.57theverybrightlightisawforawhilethroughawindowatwork.jpg,crane
77064,http://www.mufoncms.com/files_jeud8334j/77064_submitter_file1__ufo2.jpg,"parachute, chute"
77066,http://www.mufoncms.com/files_jeud8334j/77066_submitter_file1__FBIMG1444059895703.jpg,torch
77070,http://www.mufoncms.com/files_jeud8334j/77070_submitter_file1__IMG20160615195435481.jpg,"flagpole, flagstaff"
77071,http://www.mufoncms.com/files_jeud8334j/77071_submitter_file1__IMG00062BestShotcopy2.jpg,"mobile home, manufactured home"
77073,http://www.mufoncms.com/files_jeud8334j/77073_submitter_file1__IMG20160615232324.jpg,"nematode, nematode worm, roundworm"
77081,http://www.mufoncms.com/files_jeud8334j/77081_submitter_file1__1.jpeg,pole
77082,http://www.mufoncms.com/files_jeud8334j/77082_submitter_file1__UFO013.JPG,"hammerhead, hammerhead shark"
77084,http://www.mufoncms.com/files_jeud8334j/77084_submitter_file1__75010463872610327311361168687n.jpg,"electric ray, crampfish, numbfish, torpedo"
77085,http://www.mufoncms.com/files_jeud8334j/77085_submitter_file1__2016.06.108.16.17PM1417.jpg,"traffic light, traffic signal, stoplight"
77087,http://www.mufoncms.com/files_jeud8334j/77087_submitter_file1__UFOdrawing.jpg,envelope
77088,http://www.mufoncms.com/files_jeud8334j/77088_submitter_file1__2ufos0.39.16.06.2016.mp4snapshot01.022016.06.1701.13.43.jpg,bubble
77090,http://www.mufoncms.com/files_jeud8334j/77090_submitter_file1__20160316044303.jpg,Petri dish
77098,http://www.mufoncms.com/files_jeud8334j/77098_submitter_file1__TRIANGLE.jpg,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system"
77168,http://www.mufoncms.com/files_jeud8334j/77168_submitter_file2__still.jpg,"beacon, lighthouse, beacon light, pharos"
77172,http://www.mufoncms.com/files_jeud8334j/77172_submitter_file1__IMG20160228230520.jpg,"chocolate sauce, chocolate syrup"
77174,http://www.mufoncms.com/files_jeud8334j/77174_submitter_file1__FBIMG1466472857601.jpg,wing
77175,http://www.mufoncms.com/files_jeud8334j/77175_submitter_file1__UFO1Copy.jpg,"bell cote, bell cot"
77176,http://www.mufoncms.com/files_jeud8334j/77176_submitter_file1__image.jpeg,rapeseed
77179,http://www.mufoncms.com/files_jeud8334j/77179_submitter_file1__image.jpeg,swing
77182,http://www.mufoncms.com/files_jeud8334j/77182_submitter_file1__IMG20160621104429.jpg,butternut squash
77183,http://www.mufoncms.com/files_jeud8334j/77183_submitter_file1__IMG8362.jpg,velvet
77188,http://www.mufoncms.com/files_jeud8334j/77188_submitter_file1__20160620202148.jpg,kite
77195,http://www.mufoncms.com/files_jeud8334j/77195_submitter_file1__IMG20160621193954hdr.jpg,"mobile home, manufactured home"
77202,http://www.mufoncms.com/files_jeud8334j/77202_submitter_file1__WP20160427175604Rich.jpg,window shade
77203,http://www.mufoncms.com/files_jeud8334j/77203_submitter_file2__WP20160427175604Rich.jpg,window shade
77204,http://www.mufoncms.com/files_jeud8334j/77204_submitter_file1__20160619164025.jpg,"lakeside, lakeshore"
77207,http://www.mufoncms.com/files_jeud8334j/77207_submitter_file1__IMG0575.JPG,mosque
77208,http://www.mufoncms.com/files_jeud8334j/77208_submitter_file4__image.jpeg,wing
77209,http://www.mufoncms.com/files_jeud8334j/77209_submitter_file1__20160616194422.jpg,fountain
77211,http://www.mufoncms.com/files_jeud8334j/77211_submitter_file1__image.jpeg,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
77219,http://www.mufoncms.com/files_jeud8334j/77219_submitter_file1__IMG1145.PNG,"web site, website, internet site, site"
77226,http://www.mufoncms.com/files_jeud8334j/77226_submitter_file1__20160619155755025.jpg,balloon
77236,http://www.mufoncms.com/files_jeud8334j/77236_submitter_file1__image.jpeg,"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
77242,http://www.mufoncms.com/files_jeud8334j/77242_submitter_file1__IMG2949.JPG,digital clock
77243,http://www.mufoncms.com/files_jeud8334j/77243_submitter_file1__20160526103015.jpg,pole
77245,http://www.mufoncms.com/files_jeud8334j/77245_submitter_file1__2016060810.34.48.jpg,bubble
77248,http://www.mufoncms.com/files_jeud8334j/77248_submitter_file1__20160224075021.jpg,alp
77249,http://www.mufoncms.com/files_jeud8334j/77249_submitter_file1__IMG20160624153422.jpg,"lakeside, lakeshore"
77256,http://www.mufoncms.com/files_jeud8334j/77256_submitter_file1__image.jpeg,"sax, saxophone"
77259,http://www.mufoncms.com/files_jeud8334j/77259_submitter_file1__20160625014518.jpg,"jersey, T-shirt, tee shirt"
77260,http://www.mufoncms.com/files_jeud8334j/77260_submitter_file1__IMG3465.JPG,"seashore, coast, seacoast, sea-coast"
77261,http://www.mufoncms.com/files_jeud8334j/77261_submitter_file1__image.jpeg,"nematode, nematode worm, roundworm"
77262,http://www.mufoncms.com/files_jeud8334j/77262_submitter_file1__image.jpeg,bubble
77359,http://www.mufoncms.com/files_jeud8334j/77359_submitter_file2__image.png,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
77360,http://www.mufoncms.com/files_jeud8334j/77360_submitter_file1__DSC00041.JPG,"mobile home, manufactured home"
77369,http://www.mufoncms.com/files_jeud8334j/77369_submitter_file1__PicsArt070105.43.30.jpg,comic book
77370,http://www.mufoncms.com/files_jeud8334j/77370_submitter_file5__20160630215045.jpg,"spotlight, spot"
77371,http://www.mufoncms.com/files_jeud8334j/77371_submitter_file2__P5170269.JPG,"nematode, nematode worm, roundworm"
77372,http://www.mufoncms.com/files_jeud8334j/77372_submitter_file1__24marzo2012.JPG,"warplane, military plane"
77373,http://www.mufoncms.com/files_jeud8334j/77373_submitter_file1__ovnicam.JPG,"valley, vale"
77377,http://www.mufoncms.com/files_jeud8334j/77377_submitter_file1__20160615065233.jpg,"lakeside, lakeshore"
77378,http://www.mufoncms.com/files_jeud8334j/77378_submitter_file1__IMG0648.JPG,"candle, taper, wax light"
77382,http://www.mufoncms.com/files_jeud8334j/77382_submitter_file1__20160702132326.jpg,"airship, dirigible"
77385,http://www.mufoncms.com/files_jeud8334j/77385_submitter_file1__saucer.jpg,nail
77387,http://www.mufoncms.com/files_jeud8334j/77387_submitter_file1__FBIMG1466815994479.jpg,"dock, dockage, docking facility"
77389,http://www.mufoncms.com/files_jeud8334j/77389_submitter_file3__image.jpeg,"spotlight, spot"
77393,http://www.mufoncms.com/files_jeud8334j/77393_submitter_file1__orb1july22016.png,"nematode, nematode worm, roundworm"
77394,http://www.mufoncms.com/files_jeud8334j/77394_submitter_file2__UFOview1.JPG,"traffic light, traffic signal, stoplight"
77396,http://www.mufoncms.com/files_jeud8334j/77396_submitter_file1__IMG20160703WA0009.jpg,crane
77398,http://www.mufoncms.com/files_jeud8334j/77398_submitter_file1__drawing.jpg,envelope
77399,http://www.mufoncms.com/files_jeud8334j/77399_submitter_file1__IMG6577.JPG,balloon
77402,http://www.mufoncms.com/files_jeud8334j/77402_submitter_file1__20160703002446.jpg,"traffic light, traffic signal, stoplight"
77403,http://www.mufoncms.com/files_jeud8334j/77403_submitter_file1__20160616213005.jpg,"lakeside, lakeshore"
77405,http://www.mufoncms.com/files_jeud8334j/77405_submitter_file1__20160703012038.jpg,velvet
77407,http://www.mufoncms.com/files_jeud8334j/77407_submitter_file1__ufo1.jpg,"jeep, landrover"
77408,http://www.mufoncms.com/files_jeud8334j/77408_submitter_file1__20160628182538.jpg,obelisk
77409,http://www.mufoncms.com/files_jeud8334j/77409_submitter_file2__Screenshotfrom20160703151940.png,"bucket, pail"
77414,http://www.mufoncms.com/files_jeud8334j/77414_submitter_file1__20160702113410.jpg,"spotlight, spot"
77484,http://www.mufoncms.com/files_jeud8334j/77484_submitter_file1__image.jpeg,tile roof
77488,http://www.mufoncms.com/files_jeud8334j/77488_submitter_file2__Screenshot20160705171357.png,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system"
77490,http://www.mufoncms.com/files_jeud8334j/77490_submitter_file1__image.jpeg,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
77492,http://www.mufoncms.com/files_jeud8334j/77492_submitter_file1__20160703211443.jpg,"traffic light, traffic signal, stoplight"
77501,http://www.mufoncms.com/files_jeud8334j/77501_submitter_file1__tri2.jpg,"airship, dirigible"
77509,http://www.mufoncms.com/files_jeud8334j/77509_submitter_file1__Screenshot20160705150727.jpg,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca"
77510,http://www.mufoncms.com/files_jeud8334j/77510_submitter_file1__booom.jpg,crutch
77511,http://www.mufoncms.com/files_jeud8334j/77511_submitter_file1__UFOMovement.png,"web site, website, internet site, site"
77513,http://www.mufoncms.com/files_jeud8334j/77513_submitter_file1__IMG0695.JPG,"megalith, megalithic structure"
